Manufacturer,Model,Category,Fuel type,Gear box type,Drive wheels,Doors,Wheel,Color,Leather interior,Manufacturer_cleaned,Model_cleaned,Category_cleaned,Fuel type_cleaned,Gear box type_cleaned,Drive wheels_cleaned,Doors_cleaned,Wheel_cleaned,Color_cleaned,Leather interior_cleaned,Manufacturer_scaled,Model_scaled,Category_scaled,Fuel type_scaled,Gear box type_scaled,Drive wheels_scaled,Doors_scaled,Wheel_scaled,Color_scaled,Leather interior_scaled,Levy,Prod. year,Engine volume,Mileage,Cylinders,Airbags,Levy_cleaned,Prod. year_cleaned,Engine volume_cleaned,isTurbo,Mileage_cleaned,Cylinders_cleaned,Airbags_cleaned,Levy_scaled,Prod. year_scaled,Engine volume_scaled,Mileage_scaled,Cylinders_scaled,Airbags_scaled,Price
MOSKVICH,401,Hatchback,Petrol,Manual,Rear,04-May,Left wheel,Sky blue,No,MOSKVICH,401,HATCHBACK,PETROL,MANUAL,REAR,4,LEFT WHEEL,SKY BLUE,NO,19472.6198055,19851.7817860,11346.8436235,17162.3155529,39404.6623373,17448.8573494,17089.9312887,20737.4846683,15339.6259694,23533.4518021,-,1953,0.6,150000 km,4.0000000,1,0,1953,0.6000000,0,150000,4.0000000,1,0.0000000,0.1728395,0.0300000,0.0000698,0.2000000,0.0625000,314
MERCEDES-BENZ,230,Sedan,CNG,Manual,Rear,04-May,Right-hand drive,Black,No,MERCEDES-BENZ,230,SEDAN,CNG,MANUAL,REAR,4,RIGHT-HAND DRIVE,BLACK,NO,18318.5683697,18921.3181550,14159.5858168,9029.0145166,39404.6623373,17448.8573494,17089.9312887,8945.6475385,18086.8626653,23533.4518021,-,1992,2.3,220000 km,4.0000000,2,0,1992,2.3000000,0,220000,4.0000000,2,0.0000000,0.6543210,0.1150000,0.0001024,0.2000000,0.1250000,3500
MERCEDES-BENZ,Vito,Microbus,Diesel,Manual,Rear,02-Mar,Left wheel,Grey,No,MERCEDES-BENZ,VITO,MICROBUS,DIESEL,MANUAL,REAR,2,LEFT WHEEL,GREY,NO,18318.5683697,22804.3614112,19041.3038388,36298.9310787,39404.6623373,17448.8573494,85611.0594215,20737.4846683,19423.6326880,23533.4518021,-,2006,2.2 Turbo,200000 km,6.0000000,3,0,2006,2.2000000,1,200000,6.0000000,3,0.0000000,0.8271605,0.1100000,0.0000931,0.3333333,0.1875000,18817
TOYOTA,Aqua,Sedan,Petrol,Automatic,Front,04-May,Left wheel,Blue,Yes,TOYOTA,AQUA,SEDAN,PETROL,AUTOMATIC,FRONT,4,LEFT WHEEL,BLUE,YES,14378.2583811,16508.7922786,14159.5858168,17162.3155529,16011.0486705,20599.3767854,17089.9312887,20737.4846683,51432.4322560,18478.9556784,642,2012,2,78200 km,4.0000000,4,642,2012,2.0000000,0,78200,4.0000000,4,0.0548062,0.9012346,0.1000000,0.0000364,0.2000000,0.2500000,18422
MERCEDES-BENZ,ML 350,Jeep,Diesel,Automatic,4x4,04-May,Left wheel,Black,Yes,MERCEDES-BENZ,ML 350,JEEP,DIESEL,AUTOMATIC,4X4,4,LEFT WHEEL,BLACK,YES,18318.5683697,15939.5920151,23520.2505712,36298.9310787,16011.0486705,18911.5534039,17089.9312887,20737.4846683,18086.8626653,18478.9556784,1018,2011,3,0 km,6.0000000,12,1018,2011,3.0000000,0,0,6.0000000,12,0.0869046,0.8888889,0.1500000,0.0000000,0.3333333,0.7500000,2666
MERCEDES-BENZ,ML 320,Jeep,Diesel,Tiptronic,4x4,04-May,Left wheel,White,Yes,MERCEDES-BENZ,ML 320,JEEP,DIESEL,TIPTRONIC,4X4,4,LEFT WHEEL,WHITE,YES,18318.5683697,16003.8181678,23520.2505712,36298.9310787,25387.1017835,18911.5534039,17089.9312887,20737.4846683,18498.8401849,18478.9556784,-,2009,3.2 Turbo,304000 km,8.0000000,12,0,2009,3.2000000,1,304000,8.0000000,12,0.0000000,0.8641975,0.1600000,0.0001416,0.4666667,0.7500000,26030
HYUNDAI,Veloster,Hatchback,Petrol,Tiptronic,Front,04-May,Left wheel,Blue,Yes,HYUNDAI,VELOSTER,HATCHBACK,PETROL,TIPTRONIC,FRONT,4,LEFT WHEEL,BLUE,YES,21956.5739967,18368.7434950,11346.8436235,17162.3155529,25387.1017835,20599.3767854,17089.9312887,20737.4846683,51432.4322560,18478.9556784,530,2013,1.6,53000 km,4.0000000,10,530,2013,1.6000000,0,53000,4.0000000,10,0.0452450,0.9135802,0.0800000,0.0000247,0.2000000,0.6250000,18800
TOYOTA,Prius,Hatchback,Hybrid,Automatic,Front,04-May,Left wheel,White,Yes,TOYOTA,PRIUS,HATCHBACK,HYBRID,AUTOMATIC,FRONT,4,LEFT WHEEL,WHITE,YES,14378.2583811,11460.6154719,11346.8436235,10903.2491977,16011.0486705,20599.3767854,17089.9312887,20737.4846683,18498.8401849,18478.9556784,761,2010,1.8,73402 km,4.0000000,12,761,2010,1.8000000,0,73402,4.0000000,12,0.0649650,0.8765432,0.0900000,0.0000342,0.2000000,0.7500000,706
TOYOTA,Prius,Hatchback,Hybrid,Variator,Front,04-May,Left wheel,Silver,No,TOYOTA,PRIUS,HATCHBACK,HYBRID,VARIATOR,FRONT,4,LEFT WHEEL,SILVER,NO,14378.2583811,11460.6154719,11346.8436235,10903.2491977,15129.3860444,20599.3767854,17089.9312887,20737.4846683,15333.5653059,23533.4518021,308,2014,1.8,152000 km,4.0000000,0,308,2014,1.8000000,0,152000,4.0000000,0,0.0262933,0.9259259,0.0900000,0.0000708,0.2000000,0.0000000,23521
FORD,C-MAX,Hatchback,Plug-in Hybrid,Automatic,Front,04-May,Left wheel,Silver,Yes,FORD,C-MAX,HATCHBACK,PLUG-IN HYBRID,AUTOMATIC,FRONT,4,LEFT WHEEL,SILVER,YES,16689.1262008,18378.3799451,11346.8436235,23544.2248747,16011.0486705,20599.3767854,17089.9312887,20737.4846683,15333.5653059,18478.9556784,-,2013,2,133000 km,4.0000000,10,0,2013,2.0000000,0,133000,4.0000000,10,0.0000000,0.9135802,0.1000000,0.0000619,0.2000000,0.6250000,21953
CHEVROLET,Spark,Sedan,Petrol,Automatic,Front,04-May,Left wheel,White,Yes,CHEVROLET,SPARK,SEDAN,PETROL,AUTOMATIC,FRONT,4,LEFT WHEEL,WHITE,YES,15631.2040472,12359.9946430,14159.5858168,17162.3155529,16011.0486705,20599.3767854,17089.9312887,20737.4846683,18498.8401849,18478.9556784,489,2016,1,31455 km,4.0000000,4,489,2016,1.0000000,0,31455,4.0000000,4,0.0417449,0.9506173,0.0500000,0.0000146,0.2000000,0.2500000,11604
TOYOTA,Camry,Sedan,Petrol,Tiptronic,Front,04-May,Left wheel,Golden,No,TOYOTA,CAMRY,SEDAN,PETROL,TIPTRONIC,FRONT,4,LEFT WHEEL,GOLDEN,NO,14378.2583811,12742.1087257,14159.5858168,17162.3155529,25387.1017835,20599.3767854,17089.9312887,20737.4846683,15537.7206971,23533.4518021,753,2012,2.4,72000 km,4.0000000,12,753,2012,2.4000000,0,72000,4.0000000,12,0.0642821,0.9012346,0.1200000,0.0000335,0.2000000,0.7500000,18817
HYUNDAI,Elantra,Sedan,Petrol,Automatic,Front,04-May,Left wheel,Silver,Yes,HYUNDAI,ELANTRA,SEDAN,PETROL,AUTOMATIC,FRONT,4,LEFT WHEEL,SILVER,YES,21956.5739967,15977.3790731,14159.5858168,17162.3155529,16011.0486705,20599.3767854,17089.9312887,20737.4846683,15333.5653059,18478.9556784,687,2010,1.6,115783 km,4.0000000,4,687,2010,1.6000000,0,115783,4.0000000,4,0.0586478,0.8765432,0.0800000,0.0000539,0.2000000,0.2500000,13658
TOYOTA,Aqua,Hatchback,Petrol,Automatic,Front,04-May,Left wheel,White,Yes,TOYOTA,AQUA,HATCHBACK,PETROL,AUTOMATIC,FRONT,4,LEFT WHEEL,WHITE,YES,14378.2583811,16508.7922786,11346.8436235,17162.3155529,16011.0486705,20599.3767854,17089.9312887,20737.4846683,18498.8401849,18478.9556784,502,2013,1.5,69000 km,4.0000000,4,502,2013,1.5000000,0,69000,4.0000000,4,0.0428547,0.9135802,0.0750000,0.0000321,0.2000000,0.2500000,24239
BMW,530,Sedan,Petrol,Tiptronic,Rear,>5,Left wheel,Blue,Yes,BMW,530,SEDAN,PETROL,TIPTRONIC,REAR,5,LEFT WHEEL,BLUE,YES,21076.6479150,16859.5757442,14159.5858168,17162.3155529,25387.1017835,17448.8573494,21355.5293400,20737.4846683,51432.4322560,18478.9556784,1888,2007,3,15000 km,6.0000000,10,1888,2007,3.0000000,0,15000,6.0000000,10,0.1611747,0.8395062,0.1500000,0.0000070,0.3333333,0.6250000,10349
TOYOTA,Prius,Hatchback,Hybrid,Variator,Front,04-May,Left wheel,White,No,TOYOTA,PRIUS,HATCHBACK,HYBRID,VARIATOR,FRONT,4,LEFT WHEEL,WHITE,NO,14378.2583811,11460.6154719,11346.8436235,10903.2491977,15129.3860444,20599.3767854,17089.9312887,20737.4846683,18498.8401849,23533.4518021,-,2007,1.5,285000 km,4.0000000,4,0,2007,1.5000000,0,285000,4.0000000,4,0.0000000,0.8395062,0.0750000,0.0001327,0.2000000,0.2500000,10976
FORD,Transit,Goods wagon,Diesel,Manual,Rear,04-May,Left wheel,Blue,No,FORD,TRANSIT,GOODS WAGON,DIESEL,MANUAL,REAR,4,LEFT WHEEL,BLUE,NO,16689.1262008,14298.8415561,234177.2442192,36298.9310787,39404.6623373,17448.8573494,17089.9312887,20737.4846683,51432.4322560,23533.4518021,-,1999,2.5,137000 km,4.0000000,2,0,1999,2.5000000,0,137000,4.0000000,2,0.0000000,0.7407407,0.1250000,0.0000638,0.2000000,0.1250000,10976
HYUNDAI,H1,Pickup,Diesel,Automatic,Front,04-May,Left wheel,White,Yes,HYUNDAI,H1,PICKUP,DIESEL,AUTOMATIC,FRONT,4,LEFT WHEEL,WHITE,YES,21956.5739967,29101.7545057,29076.2383206,36298.9310787,16011.0486705,20599.3767854,17089.9312887,20737.4846683,18498.8401849,18478.9556784,862,2011,2.5,61805 km,4.0000000,4,862,2011,2.5000000,0,61805,4.0000000,4,0.0735872,0.8888889,0.1250000,0.0000288,0.2000000,0.2500000,19296
MERCEDES-BENZ,C 250 AMG,Coupe,Petrol,Tiptronic,Rear,02-Mar,Left wheel,Black,Yes,MERCEDES-BENZ,C 250 AMG,COUPE,PETROL,TIPTRONIC,REAR,2,LEFT WHEEL,BLACK,YES,18318.5683697,18902.3470782,21840.5164177,17162.3155529,25387.1017835,17448.8573494,85611.0594215,20737.4846683,18086.8626653,18478.9556784,645,2011,1.8 Turbo,230210 km,4.0000000,0,645,2011,1.8000000,1,230210,4.0000000,0,0.0550623,0.8888889,0.0900000,0.0001072,0.2000000,0.0000000,17876
HYUNDAI,Sonata,Sedan,LPG,Automatic,Front,04-May,Left wheel,White,Yes,HYUNDAI,SONATA,SEDAN,LPG,AUTOMATIC,FRONT,4,LEFT WHEEL,WHITE,YES,21956.5739967,13621.9359885,14159.5858168,13617.4413579,16011.0486705,20599.3767854,17089.9312887,20737.4846683,18498.8401849,18478.9556784,1017,2017,2,31143 km,4.0000000,4,1017,2017,2.0000000,0,31143,4.0000000,4,0.0868192,0.9629630,0.1000000,0.0000145,0.2000000,0.2500000,14113
FORD,Fusion,Sedan,Hybrid,Automatic,Front,04-May,Left wheel,Black,Yes,FORD,FUSION,SEDAN,HYBRID,AUTOMATIC,FRONT,4,LEFT WHEEL,BLACK,YES,16689.1262008,10644.3226610,14159.5858168,10903.2491977,16011.0486705,20599.3767854,17089.9312887,20737.4846683,18086.8626653,18478.9556784,640,2013,2,215965 km,4.0000000,0,640,2013,2.0000000,0,215965,4.0000000,0,0.0546355,0.9135802,0.1000000,0.0001006,0.2000000,0.0000000,157
VOLKSWAGEN,Passat,Sedan,Petrol,Tiptronic,Front,04-May,Left wheel,Silver,No,VOLKSWAGEN,PASSAT,SEDAN,PETROL,TIPTRONIC,FRONT,4,LEFT WHEEL,SILVER,NO,11764.1629492,14387.1422878,14159.5858168,17162.3155529,25387.1017835,20599.3767854,17089.9312887,20737.4846683,15333.5653059,23533.4518021,779,2013,2.5,153000 km,5.0000000,6,779,2013,2.5000000,0,153000,5.0000000,6,0.0665016,0.9135802,0.1250000,0.0000712,0.2666667,0.3750000,16621
HONDA,FIT,Hatchback,Petrol,Automatic,Front,04-May,Left wheel,Blue,Yes,HONDA,FIT,HATCHBACK,PETROL,AUTOMATIC,FRONT,4,LEFT WHEEL,BLUE,YES,14390.6988168,11780.7836977,11346.8436235,17162.3155529,16011.0486705,20599.3767854,17089.9312887,20737.4846683,51432.4322560,18478.9556784,446,2014,1.3,35479 km,4.0000000,4,446,2014,1.3000000,0,35479,4.0000000,4,0.0380741,0.9259259,0.0650000,0.0000165,0.2000000,0.2500000,16107
CHEVROLET,Captiva,Jeep,Diesel,Automatic,Front,04-May,Left wheel,White,Yes,CHEVROLET,CAPTIVA,JEEP,DIESEL,AUTOMATIC,FRONT,4,LEFT WHEEL,WHITE,YES,15631.2040472,18327.8893718,23520.2505712,36298.9310787,16011.0486705,20599.3767854,17089.9312887,20737.4846683,18498.8401849,18478.9556784,1288,2007,2,48563 km,4.0000000,4,1288,2007,2.0000000,0,48563,4.0000000,4,0.1099539,0.8395062,0.1000000,0.0000226,0.2000000,0.2500000,5645
HYUNDAI,H1,Universal,Diesel,Automatic,Front,04-May,Left wheel,Grey,Yes,HYUNDAI,H1,UNIVERSAL,DIESEL,AUTOMATIC,FRONT,4,LEFT WHEEL,GREY,YES,21956.5739967,29101.7545057,22215.4061199,36298.9310787,16011.0486705,20599.3767854,17089.9312887,20737.4846683,19423.6326880,18478.9556784,1249,2017,2.5,83138 km,4.0000000,4,1249,2017,2.5000000,0,83138,4.0000000,4,0.1066246,0.9629630,0.1250000,0.0000387,0.2000000,0.2500000,46251
VOLKSWAGEN,Scirocco,Sedan,Petrol,Automatic,Front,04-May,Left wheel,Black,Yes,VOLKSWAGEN,SCIROCCO,SEDAN,PETROL,AUTOMATIC,FRONT,4,LEFT WHEEL,BLACK,YES,11764.1629492,16728.6514884,14159.5858168,17162.3155529,16011.0486705,20599.3767854,17089.9312887,20737.4846683,18086.8626653,18478.9556784,167,2016,0.2,73722 km,4.0000000,12,167,2016,0.2000000,0,73722,4.0000000,12,0.0142564,0.9506173,0.0100000,0.0000343,0.2000000,0.7500000,941
MITSUBISHI,Outlander,Jeep,Petrol,Tiptronic,4x4,04-May,Left wheel,Grey,Yes,MITSUBISHI,OUTLANDER,JEEP,PETROL,TIPTRONIC,4X4,4,LEFT WHEEL,GREY,YES,14611.9783528,22909.6070278,23520.2505712,17162.3155529,25387.1017835,18911.5534039,17089.9312887,20737.4846683,19423.6326880,18478.9556784,-,2006,2.4,140000 km,4.0000000,8,0,2006,2.4000000,0,140000,4.0000000,8,0.0000000,0.8271605,0.1200000,0.0000652,0.2000000,0.5000000,13485
SUBARU,Forester,Jeep,Petrol,Automatic,4x4,04-May,Left wheel,Black,No,SUBARU,FORESTER,JEEP,PETROL,AUTOMATIC,4X4,4,LEFT WHEEL,BLACK,NO,10017.6110059,10204.5104854,23520.2505712,17162.3155529,16011.0486705,18911.5534039,17089.9312887,20737.4846683,18086.8626653,23533.4518021,777,2014,2.5,140000 km,4.0000000,12,777,2014,2.5000000,0,140000,4.0000000,12,0.0663309,0.9259259,0.1250000,0.0000652,0.2000000,0.7500000,18503
HYUNDAI,Elantra,Sedan,Petrol,Automatic,Front,04-May,Left wheel,Grey,Yes,HYUNDAI,ELANTRA,SEDAN,PETROL,AUTOMATIC,FRONT,4,LEFT WHEEL,GREY,YES,21956.5739967,15977.3790731,14159.5858168,17162.3155529,16011.0486705,20599.3767854,17089.9312887,20737.4846683,19423.6326880,18478.9556784,583,2011,1.6,157421 km,4.0000000,4,583,2011,1.6000000,0,157421,4.0000000,4,0.0497695,0.8888889,0.0800000,0.0000733,0.2000000,0.2500000,20005
HYUNDAI,H1,Minivan,Diesel,Automatic,Front,04-May,Left wheel,Silver,Yes,HYUNDAI,H1,MINIVAN,DIESEL,AUTOMATIC,FRONT,4,LEFT WHEEL,SILVER,YES,21956.5739967,29101.7545057,21139.4158882,36298.9310787,16011.0486705,20599.3767854,17089.9312887,20737.4846683,15333.5653059,18478.9556784,777,2014,2.5,139328 km,4.0000000,4,777,2014,2.5000000,0,139328,4.0000000,4,0.0663309,0.9259259,0.1250000,0.0000649,0.2000000,0.2500000,31317
HYUNDAI,Elantra,Sedan,Petrol,Automatic,Front,04-May,Left wheel,Silver,Yes,HYUNDAI,ELANTRA,SEDAN,PETROL,AUTOMATIC,FRONT,4,LEFT WHEEL,SILVER,YES,21956.5739967,15977.3790731,14159.5858168,17162.3155529,16011.0486705,20599.3767854,17089.9312887,20737.4846683,15333.5653059,18478.9556784,629,2015,1.6,107899 km,4.0000000,4,629,2015,1.6000000,0,107899,4.0000000,4,0.0536964,0.9382716,0.0800000,0.0000502,0.2000000,0.2500000,26180
TOYOTA,Avalon,Sedan,Petrol,Automatic,Front,04-May,Left wheel,Blue,Yes,TOYOTA,AVALON,SEDAN,PETROL,AUTOMATIC,FRONT,4,LEFT WHEEL,BLUE,YES,14378.2583811,25823.1083792,14159.5858168,17162.3155529,16011.0486705,20599.3767854,17089.9312887,20737.4846683,51432.4322560,18478.9556784,1273,2015,3.5,122418 km,6.0000000,12,1273,2015,3.5000000,0,122418,6.0000000,12,0.1086734,0.9382716,0.1750000,0.0000570,0.3333333,0.7500000,6743
NISSAN,Gloria,Sedan,Petrol,Automatic,Rear,04-May,Right-hand drive,Silver,No,NISSAN,GLORIA,SEDAN,PETROL,AUTOMATIC,REAR,4,RIGHT-HAND DRIVE,SILVER,NO,10207.3300496,18701.6198055,14159.5858168,17162.3155529,16011.0486705,17448.8573494,17089.9312887,8945.6475385,15333.5653059,23533.4518021,-,2001,2.5,100000 km,6.0000000,2,0,2001,2.5000000,0,100000,6.0000000,2,0.0000000,0.7654321,0.1250000,0.0000466,0.3333333,0.1250000,7200
LEXUS,IS 350,Sedan,Petrol,Automatic,4x4,04-May,Left wheel,Silver,Yes,LEXUS,IS 350,SEDAN,PETROL,AUTOMATIC,4X4,4,LEFT WHEEL,SILVER,YES,19295.3661710,16806.3441329,14159.5858168,17162.3155529,16011.0486705,18911.5534039,17089.9312887,20737.4846683,15333.5653059,18478.9556784,1172,2011,3.5,259066 km,6.0000000,12,1172,2011,3.5000000,0,259066,6.0000000,12,0.1000512,0.8888889,0.1750000,0.0001206,0.3333333,0.7500000,8154
CHEVROLET,Spark,Hatchback,Petrol,Automatic,Front,04-May,Left wheel,White,Yes,CHEVROLET,SPARK,HATCHBACK,PETROL,AUTOMATIC,FRONT,4,LEFT WHEEL,WHITE,YES,15631.2040472,12359.9946430,11346.8436235,17162.3155529,16011.0486705,20599.3767854,17089.9312887,20737.4846683,18498.8401849,18478.9556784,363,2014,1,57498 km,4.0000000,4,363,2014,1.0000000,0,57498,4.0000000,4,0.0309886,0.9259259,0.0500000,0.0000268,0.2000000,0.2500000,10515
KIA,Optima,Sedan,Petrol,Tiptronic,Front,04-May,Left wheel,Silver,No,KIA,OPTIMA,SEDAN,PETROL,TIPTRONIC,FRONT,4,LEFT WHEEL,SILVER,NO,14959.5566306,15769.8156187,14159.5858168,17162.3155529,25387.1017835,20599.3767854,17089.9312887,20737.4846683,15333.5653059,23533.4518021,749,2014,2.4,99000 km,4.0000000,10,749,2014,2.4000000,0,99000,4.0000000,10,0.0639406,0.9259259,0.1200000,0.0000461,0.2000000,0.6250000,17000
HYUNDAI,H1,Minivan,Diesel,Automatic,Front,04-May,Left wheel,Black,Yes,HYUNDAI,H1,MINIVAN,DIESEL,AUTOMATIC,FRONT,4,LEFT WHEEL,BLACK,YES,21956.5739967,29101.7545057,21139.4158882,36298.9310787,16011.0486705,20599.3767854,17089.9312887,20737.4846683,18086.8626653,18478.9556784,1024,2010,2.5,49140 km,4.0000000,4,1024,2010,2.5000000,0,49140,4.0000000,4,0.0874168,0.8765432,0.1250000,0.0000229,0.2000000,0.2500000,15367
BMW,X3,Jeep,CNG,Tiptronic,4x4,04-May,Left wheel,Silver,Yes,BMW,X3,JEEP,CNG,TIPTRONIC,4X4,4,LEFT WHEEL,SILVER,YES,21076.6479150,17828.9211907,23520.2505712,9029.0145166,25387.1017835,18911.5534039,17089.9312887,20737.4846683,15333.5653059,18478.9556784,-,2004,2.5,380000 km,6.0000000,12,0,2004,2.5000000,0,380000,6.0000000,12,0.0000000,0.8024691,0.1250000,0.0001770,0.3333333,0.7500000,14113
AUDI,A6,Sedan,Petrol,Tiptronic,Front,04-May,Left wheel,Silver,Yes,AUDI,A6,SEDAN,PETROL,TIPTRONIC,FRONT,4,LEFT WHEEL,SILVER,YES,13145.2028426,11151.0292093,14159.5858168,17162.3155529,25387.1017835,20599.3767854,17089.9312887,20737.4846683,15333.5653059,18478.9556784,-,2006,3.2,260000 km,12.0000000,12,0,2006,3.2000000,0,260000,12.0000000,12,0.0000000,0.8271605,0.1600000,0.0001211,0.7333333,0.7500000,14113
HONDA,FIT,Hatchback,Petrol,Automatic,Front,04-May,Right-hand drive,Silver,Yes,HONDA,FIT,HATCHBACK,PETROL,AUTOMATIC,FRONT,4,RIGHT-HAND DRIVE,SILVER,YES,14390.6988168,11780.7836977,11346.8436235,17162.3155529,16011.0486705,20599.3767854,17089.9312887,8945.6475385,15333.5653059,18478.9556784,-,2004,1.3,150000 km,4.0000000,4,0,2004,1.3000000,0,150000,4.0000000,4,0.0000000,0.8024691,0.0650000,0.0000698,0.2000000,0.2500000,7527
HYUNDAI,Sonata,Sedan,Petrol,Automatic,Front,04-May,Left wheel,White,Yes,HYUNDAI,SONATA,SEDAN,PETROL,AUTOMATIC,FRONT,4,LEFT WHEEL,WHITE,YES,21956.5739967,13621.9359885,14159.5858168,17162.3155529,16011.0486705,20599.3767854,17089.9312887,20737.4846683,18498.8401849,18478.9556784,640,2013,2,206088 km,4.0000000,4,640,2013,2.0000000,0,206088,4.0000000,4,0.0546355,0.9135802,0.1000000,0.0000960,0.2000000,0.2500000,14166
TOYOTA,Avensis,Sedan,Petrol,Tiptronic,Front,04-May,Left wheel,Brown,No,TOYOTA,AVENSIS,SEDAN,PETROL,TIPTRONIC,FRONT,4,LEFT WHEEL,BROWN,NO,14378.2583811,19851.7817860,14159.5858168,17162.3155529,25387.1017835,20599.3767854,17089.9312887,20737.4846683,19828.8828640,23533.4518021,-,2003,2,109000 km,4.0000000,4,0,2003,2.0000000,0,109000,4.0000000,4,0.0000000,0.7901235,0.1000000,0.0000508,0.2000000,0.2500000,5500
HYUNDAI,Elantra,Sedan,Petrol,Automatic,Front,04-May,Left wheel,Silver,Yes,HYUNDAI,ELANTRA,SEDAN,PETROL,AUTOMATIC,FRONT,4,LEFT WHEEL,SILVER,YES,21956.5739967,15977.3790731,14159.5858168,17162.3155529,16011.0486705,20599.3767854,17089.9312887,20737.4846683,15333.5653059,18478.9556784,531,2012,1.6,108900 km,4.0000000,4,531,2012,1.6000000,0,108900,4.0000000,4,0.0453304,0.9012346,0.0800000,0.0000507,0.2000000,0.2500000,20209
HYUNDAI,Santa FE,Jeep,Diesel,Automatic,Front,04-May,Left wheel,Grey,Yes,HYUNDAI,SANTA FE,JEEP,DIESEL,AUTOMATIC,FRONT,4,LEFT WHEEL,GREY,YES,21956.5739967,39004.0629882,23520.2505712,36298.9310787,16011.0486705,20599.3767854,17089.9312887,20737.4846683,19423.6326880,18478.9556784,640,2013,2,166476 km,4.0000000,4,640,2013,2.0000000,0,166476,4.0000000,4,0.0546355,0.9135802,0.1000000,0.0000775,0.2000000,0.2500000,38894
HYUNDAI,Sonata,Sedan,LPG,Automatic,Front,04-May,Left wheel,Grey,Yes,HYUNDAI,SONATA,SEDAN,LPG,AUTOMATIC,FRONT,4,LEFT WHEEL,GREY,YES,21956.5739967,13621.9359885,14159.5858168,13617.4413579,16011.0486705,20599.3767854,17089.9312887,20737.4846683,19423.6326880,18478.9556784,836,2010,2,350070 km,4.0000000,4,836,2010,2.0000000,0,350070,4.0000000,4,0.0713676,0.8765432,0.1000000,0.0001630,0.2000000,0.2500000,7840
TOYOTA,Corolla,Sedan,Petrol,Automatic,Front,04-May,Left wheel,Blue,Yes,TOYOTA,COROLLA,SEDAN,PETROL,AUTOMATIC,FRONT,4,LEFT WHEEL,BLUE,YES,14378.2583811,12321.4090839,14159.5858168,17162.3155529,16011.0486705,20599.3767854,17089.9312887,20737.4846683,51432.4322560,18478.9556784,761,2010,1.8,346078 km,4.0000000,12,761,2010,1.8000000,0,346078,4.0000000,12,0.0649650,0.8765432,0.0900000,0.0001612,0.2000000,0.7500000,1098
TOYOTA,Prius,Hatchback,Hybrid,Automatic,Front,04-May,Left wheel,Sky blue,No,TOYOTA,PRIUS,HATCHBACK,HYBRID,AUTOMATIC,FRONT,4,LEFT WHEEL,SKY BLUE,NO,14378.2583811,11460.6154719,11346.8436235,10903.2491977,16011.0486705,20599.3767854,17089.9312887,20737.4846683,15339.6259694,23533.4518021,843,2008,1.5,100914 km,4.0000000,12,843,2008,1.5000000,0,100914,4.0000000,12,0.0719652,0.8518519,0.0750000,0.0000470,0.2000000,0.7500000,10976
TOYOTA,Camry,Sedan,Petrol,Tiptronic,Front,04-May,Left wheel,Black,Yes,TOYOTA,CAMRY,SEDAN,PETROL,TIPTRONIC,FRONT,4,LEFT WHEEL,BLACK,YES,14378.2583811,12742.1087257,14159.5858168,17162.3155529,25387.1017835,20599.3767854,17089.9312887,20737.4846683,18086.8626653,18478.9556784,781,2012,2.5,12300 km,4.0000000,12,781,2012,2.5000000,0,12300,4.0000000,12,0.0666724,0.9012346,0.1250000,0.0000057,0.2000000,0.7500000,21953
TOYOTA,Camry,Sedan,Petrol,Tiptronic,Front,04-May,Left wheel,Grey,Yes,TOYOTA,CAMRY,SEDAN,PETROL,TIPTRONIC,FRONT,4,LEFT WHEEL,GREY,YES,14378.2583811,12742.1087257,14159.5858168,17162.3155529,25387.1017835,20599.3767854,17089.9312887,20737.4846683,19423.6326880,18478.9556784,777,2014,2.5 Turbo,105600 km,4.0000000,12,777,2014,2.5000000,1,105600,4.0000000,12,0.0663309,0.9259259,0.1250000,0.0000492,0.2000000,0.7500000,22266
CHEVROLET,Impala,Sedan,Petrol,Automatic,Front,04-May,Left wheel,Black,Yes,CHEVROLET,IMPALA,SEDAN,PETROL,AUTOMATIC,FRONT,4,LEFT WHEEL,BLACK,YES,15631.2040472,28947.0880581,14159.5858168,17162.3155529,16011.0486705,20599.3767854,17089.9312887,20737.4846683,18086.8626653,18478.9556784,1307,2015,3.6,159094 km,6.0000000,12,1307,2015,3.6000000,0,159094,6.0000000,12,0.1115759,0.9382716,0.1800000,0.0000741,0.3333333,0.7500000,4234
DODGE,Challenger,Coupe,Petrol,Automatic,Rear,02-Mar,Left wheel,White,Yes,DODGE,CHALLENGER,COUPE,PETROL,AUTOMATIC,REAR,2,LEFT WHEEL,WHITE,YES,10659.8669974,17111.5511163,21840.5164177,17162.3155529,16011.0486705,17448.8573494,85611.0594215,20737.4846683,18498.8401849,18478.9556784,2658,2016,6.4,33238 km,8.0000000,12,2658,2016,6.4000000,0,33238,8.0000000,12,0.2269080,0.9506173,0.3200000,0.0000155,0.4666667,0.7500000,627
